episode,reward,duration,qstep
465,-161.0,161,-52.00543547199643
466,-191.0,191,-72.32598727138958
467,-161.0,161,-50.723842129121174
468,-120.0,120,-14.777097350843082
469,-186.0,186,-68.4124202032972
470,-161.0,161,-51.3113212954529
471,-155.0,155,-50.35541600935617
472,-195.0,195,-62.08404666647764
473,-188.0,188,-65.60412822336477
474,-154.0,154,-68.4913306466423
475,-159.0,159,-62.63832336806015
476,-161.0,161,-45.56831876130038
477,-193.0,193,-75.43327168450739
478,-193.0,193,-68.69169056697255
479,-185.0,185,-62.14955186439128
480,-200.0,200,-79.0576870093438
481,-158.0,158,-45.331185955770714
482,-199.0,199,-62.999266532948944
483,-161.0,161,-54.22467554769697
484,-161.0,161,-67.92593386997903
485,-199.0,199,-80.06410323761226
486,-196.0,196,-53.16038816675632
487,-158.0,158,-42.27078631209568
488,-163.0,163,-54.600898069198124
489,-187.0,187,-63.39310173212163
490,-189.0,189,-66.39398534583238
491,-155.0,155,-43.84628545575307
492,-200.0,200,-59.21970524771285
493,-152.0,152,-48.88196770545759
494,-186.0,186,-59.857679587174914
495,-200.0,200,-94.35528130044233
496,-119.0,119,-14.20580951371841
497,-200.0,200,-153.72131199855846
498,-154.0,154,-35.591090082460966
499,-197.0,197,-60.048578827226656
500,-174.0,174,-46.150129037985224
501,-163.0,163,-44.95863538564402
502,-151.0,151,-42.9992398669928
503,-160.0,160,-48.29957604329976
504,-163.0,163,-42.00462889266167
505,-160.0,160,-45.20487463824307
506,-196.0,196,-81.85741877796616
507,-158.0,158,-46.8535825631512
508,-193.0,193,-55.30807704722235
509,-150.0,150,-40.62645922725519
510,-194.0,194,-133.4907360446761
511,-156.0,156,-75.14228082853303
512,-152.0,152,-45.609795918323
513,-200.0,200,-78.30545486488805
514,-160.0,160,-47.94647433961121
515,-200.0,200,-108.96625837960723
516,-200.0,200,-118.12724177621489
517,-200.0,200,-105.3990403099453
518,-189.0,189,-59.23393751405033
519,-157.0,157,-44.99397182347952
520,-166.0,166,-46.72800722559072
521,-156.0,156,-48.628754290880394
522,-200.0,200,-86.82371994960825
523,-124.0,124,-22.803722547214864
524,-200.0,200,-91.76868751543964
525,-159.0,159,-39.71724196094257
526,-120.0,120,-16.921218489177033
527,-157.0,157,-41.55252349052631
528,-181.0,181,-56.84361010271591
529,-181.0,181,-52.55088485513162
530,-151.0,151,-50.183218812386976
531,-200.0,200,-67.65807386143929
532,-200.0,200,-77.39309048826883
533,-187.0,187,-59.53655667186544
534,-200.0,200,-88.49742448740642
535,-161.0,161,-45.52159747906203
536,-158.0,158,-48.0585763638738
537,-182.0,182,-57.605232741410106
538,-196.0,196,-77.11428615960612
539,-159.0,159,-52.90145804044961
540,-200.0,200,-78.87975281531685
541,-129.0,129,-29.99463854442923
542,-200.0,200,-133.7174410150597
543,-154.0,154,-43.90446335144509
544,-154.0,154,-42.97804628693675
545,-165.0,165,-52.21862869788504
546,-196.0,196,-64.86766533291183
547,-156.0,156,-55.48125585029337
548,-159.0,159,-33.50340449571998
549,-200.0,200,-123.64546581151157
550,-154.0,154,-46.164463316009524
551,-200.0,200,-119.41634304817535
552,-157.0,157,-46.73239875647872
553,-181.0,181,-71.62642557527589
554,-148.0,148,-34.10766058187343
555,-154.0,154,-39.405521031776445
556,-161.0,161,-41.134966403802814
557,-154.0,154,-39.53487150095138
558,-192.0,192,-65.15100974873226
559,-155.0,155,-40.18320946848416
560,-155.0,155,-36.934009043714624
561,-196.0,196,-71.07293307274611
562,-161.0,161,-41.0252426308435
563,-189.0,189,-58.48949528924605
564,-142.0,142,-29.111444137070478
565,-155.0,155,-42.52845931675459
566,-153.0,153,-32.9266649914113
567,-199.0,199,-66.35218383514405
568,-200.0,200,-72.3455296551424
569,-156.0,156,-40.87936716723401
570,-164.0,164,-46.68197270795783
571,-121.0,121,-14.822552134768575
572,-126.0,126,-18.100725130712913
573,-124.0,124,-17.900066751822386
574,-122.0,122,-21.116376137519207
575,-117.0,117,-14.981239109473364
576,-162.0,162,-47.603996477894114
577,-191.0,191,-52.77003337676813
578,-193.0,193,-52.305258977534436
579,-156.0,156,-38.32963566905957
580,-156.0,156,-49.133908425364375
581,-200.0,200,-110.80126794442113
582,-152.0,152,-32.71466748241985
583,-157.0,157,-39.739411444532735
584,-153.0,153,-35.379047376901916
585,-151.0,151,-37.06510898978064
586,-153.0,153,-32.62092472790066
587,-124.0,124,-23.240183582183892
588,-161.0,161,-50.02830100937118
589,-119.0,119,-13.465289195939484
590,-119.0,119,-15.369372808200092
591,-189.0,189,-64.1455840882558
592,-157.0,157,-45.584501925075166
593,-162.0,162,-31.3218023377527
594,-155.0,155,-34.31145162558999
595,-156.0,156,-30.418127841312966
596,-158.0,158,-45.63625503296031
597,-155.0,155,-42.18991569122536
598,-200.0,200,-66.45257780756437
599,-158.0,158,-32.20929300005601
600,-190.0,190,-56.75295211177744
601,-162.0,162,-41.00746537154448
602,-154.0,154,-48.246800722981924
603,-200.0,200,-92.46581851449288
604,-148.0,148,-23.083321556770077
605,-119.0,119,-15.99226291139601
606,-157.0,157,-49.539653844780105
